street,city,state,postal_code,latitude,longitude
5 Schilling Dr,Brewer,ME,4412,,
206 Us Route 1,Falmouth,ME,4105,43.719560334655,-70.233001273063
285 W Broadway,Lincoln,ME,4457,45.355908807753,-68.527849156696
3 Somerset St,Portland,ME,4101,43.66346165236,-70.259575141969
364 Maine Mall Ste S107,South Portland,ME,4106,43.628895929104,-70.293556494939
160 Elm Plz,Waterville,ME,4901,44.566996917395,-69.638537340008
20 Weeks Ln,Dover,NH,3820,43.222754651633,-70.886267128147
86 Calef Hwy,Epping,NH,3042,43.027970865634,-71.073869991869
1500 S Willow St Spc E129,Manchester,NH,3103,42.956443334518,-71.435741185803
25 Lafayette Rd,North Hampton,NH,3862,42.997786987912,-70.816738035341
2875 Lafayette Rd,Portsmouth,NH,3801,,
332 Lafayette Rd,Seabrook,NH,3874,42.885660146539,-70.869585209758
1542 Us Route 302,Barre,VT,5641,44.230100746878,-72.553186007648
18 Lower Mountain View Dr,Colchester,VT,5446,44.507175420437,-73.180243811057
186 Swanton Rd,Saint Albans,VT,5478,44.836787125246,-73.080835636094
60 Merchants Row,Williston,VT,5495,,
1270 Shelburne Rd,South Burlington,VT,5403,44.435161305358,-73.210534210449
825 Williston Rd Ste 900,South Burlington,VT,5403,,
898 3rd Ave,Huntington,WV,25701,38.421971781558,-82.444300037738
539 State Route 34,Hurricane,WV,25526,38.427751740686,-82.019820422219
123 Prosperity Ln,Logan,WV,25601,,
1159 Van Voorhis Rd Ste B,Morgantown,WV,26505,39.658951980731,-79.963421786148
40 R H L Blvd,South Charleston,WV,25309,38.331588275999,-81.712878275527
806 S Duff Ave Ste 101,Ames,IA,50010,42.016130201212,-93.610262584453
4932 Se 14th St,Des Moines,IA,50320,41.539459747314,-93.596985453001
3432 Dodge St Ste 104-106,Dubuque,IA,52003,42.491901722162,-90.721922658359
2957 5th Ave S,Fort Dodge,IA,50501,42.501175143542,-94.155699835931
4063 4th St Sw,Mason City,IA,50401,43.148149341447,-93.262196787191
1270 Promenade Pl Ste 100,Eagan,MN,55121,44.834882700626,-93.156262923603
474 Hamline Ave N,Saint Paul,MN,55104,44.955237494881,-93.156736896685
1605 1st St S Spc Fs2,Willmar,MN,56201,45.106599813232,-95.042603017795
340 Us Highway 9,Lanoka Harbor,NJ,8734,39.852101994024,-74.182302613434
1005 Nixon Dr Ste 111a,Mount Laurel,NJ,8054,39.939531676637,-74.964422552962
280 New Rd Unit 26,Somers Point,NJ,8244,39.328261760893,-74.596300880238
3825 S Maryland Pkwy Ste A,Las Vegas,NV,89119,36.119602803509,-115.137618180911
4503 W Sahara Ave Ste 1,Las Vegas,NV,89102,36.144323396077,-115.201850117591
8145 Blue Diamond Rd,Las Vegas,NV,89178,36.020091293429,-115.269119668242
2603 N 4th St,Coeur D Alane,ID,83815,47.700818434537,-116.780933133085
819 21st St,Lewiston,ID,83501,46.412153769196,-117.001838605025
11 E Main Rd,Middletown,RI,2842,41.517630853266,-71.2974161934
1483 Mineral Spring Ave Ste 3,North Providence,RI,2904,41.865330080757,-71.444982183871
1060 W Main St,Abingdon,VA,24210,36.698600423508,-82.010129904168
2920 Richmond Hwy,Alexandria,VA,22305,38.831974701531,-77.05132353804
200 N Washington Hwy,Ashland,VA,23005,37.75968398574,-77.471607575012
105 Gate City Hwy,Bristol,VA,24201,36.596056554908,-82.211436292637
1200 Emmet St N,Charlottesville,VA,22903,38.052786735763,-78.498871908509
1024 Battlefield Blvd N,Chesapeake,VA,23320,36.756666959234,-76.248807858211
2621 W Hundred Rd,Chester,VA,23831,37.3550899611,-77.41465166789
2670 Market St,Christiansburg,VA,24073,37.166387268025,-80.42171443987
575 James Madison Hwy,Culpeper,VA,22701,38.480818244853,-77.980692150298
21100 Dulles Town Cir,Dulles,VA,20166,39.034650989538,-77.423450047479
10950 Lee Hwy,Fairfax,VA,22030,38.85316111711,-77.321679877602
7347 Peppers Ferry Blvd.,Fairlawn,VA,24141,37.149423415015,-80.583671537806
1411 N Shenandoah Ave,Front Royal,VA,22630,38.93594688838,-78.199107962938
7457 Hillwood Dr.,Gainesville,VA,20155,38.795964370335,-77.617271646309
1025 E Stuart Dr,Galax,VA,24333,36.68474679791,-80.889342908229
10030 Hull Street Rd,North Chesterfield,VA,23236,37.444004578035,-77.580442599733
41738 W Morgan Ave,Pennington Gap,VA,24277,36.758423747982,-83.027507168794
5909 W Broad St,Richmond,VA,23230,37.591914686404,-77.506317859888
8550 Patterson Ave,Richmond,VA,23229,37.594686412103,-77.564823948386
4014 Electric Road,Roanoke,VA,24018,37.224143612205,-79.983981570775
6926 Peters Creek Rd,Roanoke,VA,24019,37.346217328585,-79.957161090805
660 Old Franklin Tpke,Rocky Mount,VA,24151,37.015623899908,-79.864340207254
1407 W Main St,Salem,VA,24153,37.289627063644,-80.080403915577
2059 Chain Bridge Rd,Vienna,VA,22182,38.916331142034,-77.237167111551
901 Hardy Rd,Vinton,VA,24179,37.272990020423,-79.888599509688
5232 Providence Rd,Virginia Beach,VA,23464,36.813914683313,-76.168023052605
1048 Independence Blvd,Virginia Beach,VA,23455,36.873783167154,-76.134331939046
701 Lynnhaven Parkway,Virginia Beach,VA,23452,36.820609069418,-76.067106389325
1801 Rosser Avenue,Waynesboro,VA,22980,,
15424 Southfield Rd,Allen Park,MI,48101,42.258926555372,-83.205051503954
3389 Plymouth Rd,Ann Arbor,MI,48105,42.304373252452,-83.695451935295
2527 S Telegraph Rd,Bloomfield,MI,48302,42.602218804793,-83.288213864487
6301 Dixie Hwy,Bridgeport,MI,48722,43.354830027729,-83.873266475736
5651 Mercury Dr,Dearborn,MI,48126,42.331631671475,-83.205514450176
1045 Woodward Ave,Detroit,MI,48226,42.332286304789,-83.047338809436
16482 Tecumseh Rd,Dundee,MI,48131,41.961980130608,-83.686848662789
19307 Mack Ave,Grosse Pointe Woods,MI,48236,42.421168369649,-82.91041523
29523 Plymouth Rd,Livonia,MI,48150,42.369086952661,-83.334478071359
5 S Groesbeck Hwy,Mount Clemens,MI,48043,42.598576372799,-82.899980946114
502 Brookway Blvd,Brookhaven,MS,39601,,
12100 Highway 49,Gulfport,MS,39503,,
2604 Hardy St,Hattiesburg,MS,39401,,
1411 Delaware Ave,McComb,MS,39648,31.247489808368,-90.470018963861
235 John R Junkin Dr,Natchez,MS,39120,31.549778693615,-91.409638235648
3415 Denny Avenue,Pascagoula,MS,39581,30.376765996985,-88.529253801605
1401 Armand Dr,Picayune,MS,39466,,
2310 Iowa Ave,Vicksburg,MS,39180,,
4111 Coors Blvd Nw,Albuquerque,NM,87120,35.129948659308,-106.701822001291
1001 W Pierce St,Carlsbad,NM,88220,32.435685358633,-104.237640094267
1001 W Pierce St Ste B,Carlsbad,NM,88220,32.435685358633,-104.237640094267
2920 E Main St,Farmington,NM,87402,36.744005674285,-108.166637880557
4008 N Lovington Hwy,Hobbs,NM,88240,32.744129407582,-103.164560248729
1451 Main St Sw,Los Lunas,NM,87031,34.812501468994,-106.744181823957
915 Pat D Arco Hwy,Rio Rancho,NM,87124,,
3901 N Main St,Roswell,NM,88201,,
4961 Main St,Santa Fe,NM,87507,35.619285151341,-106.030531571319
8845 Sw Cascade Ave,Beaverton,OR,97008,45.453498798089,-122.785019693074
1120 Se 3rd St,Bend,OR,97702,44.038291113597,-121.3041143359
1810 Nw 9th St,Corvallis,OR,97330,44.584378521693,-123.25745176607
2838 South 6th St,Klamath Falls,OR,97603,42.210437734436,-121.755383128641
635 Ne Highway 99 W,McMinnville,OR,97128,45.22396226132,-123.193041882709
1850 Nw 6th St,Redmond,OR,97756,44.293723535781,-121.173823060829
1991 Lancaster Dr Ne,Salem,OR,97305,44.953748595005,-122.983770549087
7700 Sw Dartmouth St.,Tigard,OR,97223,45.433725057815,-122.755183197877
1490 Se Discovery Ln,Warrenton,OR,97146,,
4656 S 900 E Ste A,Murray,UT,84117,40.669129475052,-111.865311530867
253 12th St,Ogden,UT,84404,41.244283053715,-111.974363125945
794 N State St,Orem,UT,84057,40.311719454008,-111.70130748913
250 E University Pkwy,Orem,UT,84058,40.273421743759,-111.688880396728
1018 W Sunset Blvd,Saint George,UT,84770,37.124714584138,-113.605175501622
51 S Main St Ste 250,Salt Lake City,UT,84101,,
901 W 1700 S,Syracuse,UT,84075,41.089094642709,-112.042786375211
618 W 2600 S Ste 8,Woods Cross,UT,84010,40.861663896979,-111.894275547844
